Date,Stock Name,Stock Code,Amount,Investor Type,Action,Return After
2020-11-16,AEM Holdings,AWX,25.186484,retail,buy,0.02994018182469449
2020-11-16,Ascendas REIT,A17U,35.8408194,institution,buy,0.023568966397201407
2020-11-16,OCBC,O39,76.266646,institution,buy,0.0500510591047203
2020-11-16,Wilmar International,F34,-35.971029,institution,sell,0.009323926214319878
2020-11-16,CapitaLand Integrated Commercial Trust,C38U,-25.96782,institution,sell,-0.009900811935245835
2020-11-16,DBS,D05,133.519213,institution,buy,0.038539326397292406
2020-11-16,Jardine Cycle & Carriage,C07,12.607375,institution,buy,0.016267869945633118
2020-11-23,Top Glove Corporation,BVA,7.526797,retail,buy,0.0
2020-11-23,CapitaLand Retail China Trust,AU8U,-5.891678,institution,sell,-0.02419369554620099
2020-11-23,Singtel,Z74,16.3117374,retail,buy,-0.04001951411754234
2020-11-23,Dairy Farm International,D01,9.762886171700002,retail,buy,-0.04428908870929971
2020-11-23,Jardine Cycle & Carriage,C07,7.838134999999999,retail,buy,-0.07203393992574214
2020-11-23,Mapletree Logistics Trust,M44U,7.511296,retail,buy,-0.010152303583017885
2020-11-23,ComfortDelGro,C52,-14.558706,retail,sell,-0.06779660623397865
2020-11-23,Keppel Corporation,BN4,6.670293,retail,buy,-0.03001878819426751
2020-11-23,DBS,D05,-193.842025,retail,sell,-0.016015432925726825
2020-11-23,OCBC,O39,-67.38949,retail,sell,-0.028210097923991317
2020-11-23,UOB,U11,-51.670095,retail,sell,-0.04364403979911502
2020-11-23,AEM Holdings,AWX,-12.518342,retail,sell,0.04651173631936811
2020-11-23,Frasers Logistics & Commercial Trust,BUOU,-10.397412,retail,sell,0.014925369753260531
2020-11-23,Yangzijiang Shipbuilding,BS6,17.6587975,retail,buy,-0.03157813130500853
2020-11-23,CapitaLand Retail China Trust,AU8U,7.258548,retail,buy,-0.02419369554620099
2020-11-23,Top Glove Corporation,BVA,-4.872784,institution,sell,0.0
2020-11-23,SIA,C6L,-27.377873,retail,sell,-0.006802603654143979
2020-11-23,Dairy Farm International,D01,-10.84397450309997,institution,sell,-0.04428908870929971
2020-11-23,SATS,S58,14.321268,institution,buy,-0.05022839579567606
2020-11-23,UOB,U11,14.6253045,institution,buy,-0.04364403979911502
2020-11-23,DBS,D05,227.7651308,institution,buy,-0.016015432925726825
2020-11-23,SIA,C6L,31.246376,institution,buy,-0.006802603654143979
2020-11-23,ComfortDelGro,C52,19.285248,institution,buy,-0.06779660623397865
2020-11-23,Frasers Logistics & Commercial Trust,BUOU,15.81327,institution,buy,0.014925369753260531
2020-11-23,OCBC,O39,46.067484,institution,buy,-0.028210097923991317
2020-11-23,Ascendas REIT,A17U,14.485795,institution,buy,-0.016447274963413583
2020-11-23,Thai Beverage,Y92,-12.308826,retail,sell,0.006849355610774488
2020-11-23,Genting Singapore,G13,10.751157,institution,buy,-0.011764829361362472
2020-11-23,Mapletree Industrial Trust,ME8U,-21.020771,institution,sell,-0.03654489922959736
2020-11-23,Mapletree Logistics Trust,M44U,-15.198558,institution,sell,-0.010152303583017885
2020-11-23,Nanofilm Technologies International,MZH,-7.166481,institution,sell,0.18243241224001072
2020-11-23,Yangzijiang Shipbuilding,BS6,-6.9343585,institution,sell,-0.03157813130500853
2020-11-23,Hongkong Land Holdings,H78,-6.400755537900009,institution,sell,-0.016432129120085515
2020-11-30,Wilmar International,F34,20.509887,retail,buy,-0.002375408249466915
2020-11-30,SIA,C6L,24.394524,retail,buy,0.004566151298134313
2020-11-30,SIA,C6L,-10.695532999999998,institution,sell,0.004566151298134313
2020-11-30,Yangzijiang Shipbuilding,BS6,59.554481,retail,buy,0.016303948266518598
2020-11-30,Wilmar International,F34,-9.41395,institution,sell,-0.002375408249466915
2020-11-30,Jardine Cycle & Carriage,C07,18.028249,retail,buy,0.015220828537027442
2020-11-30,Ascendas REIT,A17U,27.480418,retail,buy,-0.020067006341495053
2020-11-30,Singtel,Z74,40.7202011,retail,buy,0.025423870032134532
2020-11-30,AEM Holdings,AWX,-13.353216,retail,sell,-0.041666816919151084
2020-11-30,Venture Corporation,V03,16.461974,retail,buy,0.0005285217600736747
2020-11-30,CDL Hospitality Trusts,J85,-3.369705,retail,sell,0.007812427120260201
2020-11-30,City Developments,C09,-10.541389,retail,sell,0.014323031759305715
2020-11-30,Ascott Residence Trust,HMN,-3.598479,retail,sell,0.0
2020-11-30,SGX,S68,12.563061,retail,buy,0.0
2020-11-30,Mapletree Industrial Trust,ME8U,14.846047,retail,buy,-0.01034514115670282
2020-11-30,DBS,D05,-42.256104,retail,sell,-0.007145919794914302
2020-11-30,Keppel DC REIT,AJBU,-10.230321,institution,sell,-0.02142867597314735
2020-11-30,SATS,S58,-3.656094,retail,sell,-0.012019338056562967
2020-11-30,DBS,D05,140.681196,institution,buy,-0.007145919794914302
2020-11-30,AEM Holdings,AWX,22.208634,institution,buy,-0.041666816919151084
2020-11-30,Medtecs International,546,-5.289795499999999,retail,sell,-0.01960777717454043
2020-11-30,SGX,S68,24.933837,institution,buy,0.0
2020-11-30,Mapletree Industrial Trust,ME8U,-19.762051,institution,sell,-0.01034514115670282
2020-11-30,Jardine Matheson ,J36,26.072841126599982,institution,buy,0.01027148039955228
2020-11-30,OCBC,O39,84.886132,institution,buy,0.0
2020-11-30,Dairy Farm International,D01,-75.05300704170007,institution,sell,-0.009756104324456727
2020-11-30,Genting Singapore,G13,15.883302,institution,buy,0.011904888341263575
2020-11-30,CapitaLand Integrated Commercial Trust,C38U,-16.694353,institution,sell,0.05699495370874352
2020-11-30,Yangzijiang Shipbuilding,BS6,-92.4097135,institution,sell,0.016303948266518598
2020-11-30,Medtecs International,546,9.4186885,institution,buy,-0.01960777717454043
2020-11-30,UOB,U11,64.375624,institution,buy,-0.0017722718221780953
2020-11-30,Genting Singapore,G13,-7.259461,retail,sell,0.011904888341263575
2020-11-30,City Developments,C09,15.161949000000002,institution,buy,0.014323031759305715
2020-11-30,ComfortDelGro,C52,14.566299,retail,buy,-0.012121252880116673
2020-11-30,Singtel,Z74,-49.2339544,institution,sell,0.025423870032134532
2020-11-30,Jardine Cycle & Carriage,C07,-50.440983,institution,sell,0.015220828537027442
2020-11-30,ComfortDelGro,C52,-21.845769,institution,sell,-0.012121252880116673
2020-12-07,Riverstone Holdings,AP4,-5.205422,institution,sell,-0.12698405007646618
2020-12-07,Yangzijiang Shipbuilding,BS6,-25.7666775,retail,sell,0.026738511362689676
2020-12-07,CapitaLand Integrated Commercial Trust,C38U,35.916353,institution,buy,0.053921618238683244
2020-12-07,OCBC,O39,26.186839,institution,buy,0.012012015877923776
2020-12-07,Mapletree Commercial Trust,N2IU,-1.899483,retail,sell,-0.004807709541247207
2020-12-07,Hongkong Land Holdings,H78,-5.5457472171000015,retail,sell,-0.025462855122456274
2020-12-07,ESR-REIT,J91U,-2.250912,retail,sell,0.02531709354467382
2020-12-07,AEM Holdings,AWX,-5.504279,institution,sell,0.011594138313196112
2020-12-07,CapitaLand Integrated Commercial Trust,C38U,-26.16634,retail,sell,0.053921618238683244
2020-12-07,Singtel,Z74,117.8781541,retail,buy,-0.02479352273254365
2020-12-07,DBS,D05,18.09836,retail,buy,0.017993074675030085
2020-12-07,SIA,C6L,10.264412,retail,buy,-0.002272667378781512
2020-12-07,Keppel DC REIT,AJBU,-5.764330999999999,institution,sell,-0.014598301329363683
2020-12-07,iFast Corporation,AIY,12.60639,retail,buy,-0.026666773006954192
2020-12-07,Mapletree Industrial Trust,ME8U,11.167515,retail,buy,-0.02439002080428332
2020-12-07,AEM Holdings,AWX,10.561139,retail,buy,0.011594138313196112
2020-12-07,Ascendas REIT,A17U,38.058269,retail,buy,0.003412989539651523
2020-12-07,SIA,C6L,7.240954000000002,institution,buy,-0.002272667378781512
2020-12-07,Thai Beverage,Y92,13.096152,institution,buy,0.013513531786921495
2020-12-07,CapitaLand Retail China Trust,AU8U,-2.616333,retail,sell,0.05555553180147599
2020-12-07,Hongkong Land Holdings,H78,5.712721996799998,institution,buy,-0.025462855122456274
2020-12-07,UOB,U11,16.782061,retail,buy,0.015978662578334024
2020-12-07,Ascendas REIT,A17U,-9.154080999999998,institution,sell,0.003412989539651523
2020-12-07,Frencken Group,E28,-2.91912,retail,sell,0.06086963199360351
2020-12-07,Thai Beverage,Y92,-7.6508525,retail,sell,0.013513531786921495
2020-12-07,Mapletree Logistics Trust,M44U,12.158263,retail,buy,0.0
2020-12-07,UOB,U11,15.2597,institution,buy,0.015978662578334024
2020-12-07,Venture Corporation,V03,5.58528,institution,buy,-0.011093457281340924
2020-12-07,Mapletree Industrial Trust,ME8U,-14.142128,institution,sell,-0.02439002080428332
2020-12-07,Sembcorp Industries,U96,3.506339,institution,buy,-0.005747091294193374
2020-12-07,Singtel,Z74,-102.4981517,institution,sell,-0.02479352273254365
2020-12-07,DBS,D05,-56.885763,institution,sell,0.017993074675030085
2020-12-07,Mapletree Logistics Trust,M44U,-14.566306,institution,sell,0.0
2020-12-07,Yangzijiang Shipbuilding,BS6,17.346753,institution,buy,0.026738511362689676
2020-12-14,Mapletree Industrial Trust,ME8U,-23.074031,institution,sell,0.014286113057278671
2020-12-14,Keppel REIT,K71U,9.783469,institution,buy,0.037383079206073644
2020-12-14,UOB,U11,-19.338555,institution,sell,-0.013543066458830744
2020-12-14,DBS,D05,-41.486513,institution,sell,-0.016103893414489145
2020-12-14,SIA,C6L,-21.704167,institution,sell,-0.036446555703379735
2020-12-14,Singtel,Z74,-48.6914921,institution,sell,-0.012711824659829674
2020-12-14,Venture Corporation,V03,11.522349,institution,buy,0.02831208557566689
2020-12-14,Hongkong Land Holdings,H78,-8.891370302499983,institution,sell,0.00712571957963859
2020-12-14,Frasers Logistics & Commercial Trust,BUOU,12.740907,institution,buy,-0.006992847416143921
2020-12-14,Mapletree Logistics Trust,M44U,16.791477,institution,buy,0.03141319790109165
2020-12-14,Wilmar International,F34,17.605463,institution,buy,0.042452916512132344
2020-12-14,Keong Hong Holdings,5TT,18.343277400000005,institution,buy,-0.08571429057997104
2020-12-14,Nanofilm Technologies International,MZH,-13.405111,institution,sell,-0.004555715326003518
2020-12-14,Frasers Logistics & Commercial Trust,BUOU,-6.719348,retail,sell,-0.006992847416143921
2020-12-14,OCBC,O39,22.236534,institution,buy,-0.00890205107170039
2020-12-14,Yangzijiang Shipbuilding,BS6,27.1454615,retail,buy,-0.03645988554188562
2020-12-14,DBS,D05,10.524932,retail,buy,-0.016103893414489145
2020-12-14,Thai Beverage,Y92,-7.684033,institution,sell,-0.0266667022453978
2020-12-14,Ascendas REIT,A17U,7.1928,retail,buy,0.0034013806630281973
2020-12-14,Wilmar International,F34,-8.863789,retail,sell,0.042452916512132344
2020-12-14,City Developments,C09,-9.923318,retail,sell,-0.008805185628672607
2020-12-14,Keppel Corporation,BN4,-10.118059,retail,sell,0.0018903098780935768
2020-12-14,SGX,S68,-11.172631,retail,sell,-0.011840394113916353
2020-12-14,OCBC,O39,-14.40559,retail,sell,-0.00890205107170039
2020-12-14,Venture Corporation,V03,-15.645474,retail,sell,0.02831208557566689
2020-12-14,Keong Hong Holdings,5TT,-18.343277400000005,retail,sell,-0.08571429057997104
2020-12-14,Jardine Cycle & Carriage,C07,-7.902047000000001,institution,sell,-0.026852215876781438
2020-12-14,Hongkong Land Holdings,H78,9.2372363582,retail,buy,0.00712571957963859
2020-12-14,Nanofilm Technologies International,MZH,13.157877,retail,buy,-0.004555715326003518
2020-12-14,Mapletree Industrial Trust,ME8U,14.73538,retail,buy,0.014286113057278671
2020-12-14,UOB,U11,15.066421,retail,buy,-0.013543066458830744
2020-12-14,SIA,C6L,27.057618,retail,buy,-0.036446555703379735
2020-12-14,Singtel,Z74,43.2610283,retail,buy,-0.012711824659829674
2020-12-14,Keppel Corporation,BN4,15.407703,institution,buy,0.0018903098780935768
2020-12-21,Frencken Group,E28,-3.350248,retail,sell,0.09166648909165875
2020-12-21,Top Glove Corporation,BVA,6.698864,retail,buy,-0.02175092877373097
2020-12-21,Wilmar International,F34,-26.542302,retail,sell,0.0452487184790038
2020-12-21,Mapletree Logistics Trust,M44U,-3.489148,retail,sell,0.010152303583017996
2020-12-21,Keppel Corporation,BN4,-4.987654,retail,sell,0.02075471902714554
2020-12-21,Nanofilm Technologies International,MZH,-3.796061,retail,sell,0.006865072193691146
2020-12-21,Singtel,Z74,7.374751499999999,retail,buy,-0.004291794642164559
2020-12-21,Venture Corporation,V03,-3.044803,retail,sell,0.02129868781393185
2020-12-21,Wilmar International,F34,17.793982,institution,buy,0.0452487184790038
2020-12-21,Keppel Corporation,BN4,6.282376,institution,buy,0.02075471902714554
2020-12-21,CapitaLand Integrated Commercial Trust,C38U,5.172756000000002,institution,buy,0.009345760739013276
2020-12-21,DBS,D05,15.389155,retail,buy,0.0059880803030336605
2020-12-21,SATS,S58,11.695176,retail,buy,0.022842494209995845
2020-12-21,Yangzijiang Shipbuilding,BS6,11.205004,retail,buy,0.01081190415112765
2020-12-21,Venture Corporation,V03,5.780956999999999,institution,buy,0.02129868781393185
2020-12-21,Ascendas REIT,A17U,10.281073,retail,buy,0.0033898504911171745
2020-12-21,Jardine Cycle & Carriage,C07,-12.470142,institution,sell,-0.003576766839976653
2020-12-21,Singtel,Z74,-54.14347050000001,institution,sell,-0.004291794642164559
2020-12-21,Mapletree Logistics Trust,M44U,3.461353,institution,buy,0.010152303583017996
2020-12-21,SGX,S68,2.9266430000000008,institution,buy,0.0076249492387385764
2020-12-21,Nanofilm Technologies International,MZH,3.449494,institution,buy,0.006865072193691146
2020-12-21,SATS,S58,-10.801742,institution,sell,0.022842494209995845
2020-12-21,Hongkong Land Holdings,H78,-2.9490997516,retail,sell,-0.021226256856485604
2020-12-21,Top Glove Corporation,BVA,-6.89496,institution,sell,-0.02175092877373097
2020-12-21,SIA,C6L,27.616411,retail,buy,0.002364068010811904
2020-12-21,Hongkong Land Holdings,H78,4.196550880200005,institution,buy,-0.021226256856485604
2020-12-21,Keppel Infrastructure Trust,A7RU,-6.452793,institution,sell,-0.009091482750303248
2020-12-21,OCBC,O39,-6.856527999999999,institution,sell,0.004989875564066493
2020-12-21,Ascendas REIT,A17U,-13.761241,institution,sell,0.0033898504911171745
2020-12-21,Sembcorp Industries,U96,-2.58615,retail,sell,0.005814071150374689
2020-12-21,DBS,D05,-9.093738999999998,institution,sell,0.0059880803030336605
2020-12-21,Jardine Cycle & Carriage,C07,12.160593,retail,buy,-0.003576766839976653
2020-12-21,OCBC,O39,13.871041,retail,buy,0.004989875564066493
2020-12-21,Mapletree Industrial Trust,ME8U,-5.815551999999999,institution,sell,0.007042079685027236
2020-12-21,SIA,C6L,-14.557706,institution,sell,0.002364068010811904
2020-12-28,Venture Corporation,V03,-4.910217,retail,sell,-0.0020346293898839685
2020-12-28,Keppel Infrastructure Trust,A7RU,-5.452757,institution,sell,0.0
2020-12-28,SIA,C6L,-4.902823,retail,sell,-0.00707541322657268
2020-12-28,SGX,S68,-4.886388,retail,sell,0.04864884121709845
2020-12-28,Yangzijiang Shipbuilding,BS6,-4.5123085,retail,sell,0.026738511362689676
2020-12-28,ST Engineering,S63,-7.20585,institution,sell,-0.010443760341019903
2020-12-28,UOB,U11,-8.409462000000001,institution,sell,-0.0030918608479968412
2020-12-28,DBS,D05,-8.416248999999999,institution,sell,0.005952336047472473
2020-12-28,Singtel,Z74,-25.1679273,institution,sell,0.0
2020-12-28,SGX,S68,5.258719,institution,buy,0.04864884121709845
2020-12-28,Mapletree Logistics Trust,M44U,6.160957,institution,buy,-0.005025024282581447
2020-12-28,Venture Corporation,V03,5.871631,institution,buy,-0.0020346293898839685
2020-12-28,Yangzijiang Shipbuilding,BS6,7.714258000000001,institution,buy,0.026738511362689676
2020-12-28,City Developments,C09,4.94593,institution,buy,-0.04607730401453902
2020-12-28,UMS Holdings,558,4.621386,institution,buy,0.055555399361566504
2020-12-28,Jardine Cycle & Carriage,C07,-4.751089,institution,sell,0.01897434828684874
2020-12-28,Jardine Matheson,J36,-5.937960028100005,institution,sell,0.01687607837325733
2020-12-28,Wilmar International,F34,6.679462999999999,institution,buy,0.060606194251054735
2020-12-28,First Resources,EB5,2.585319,retail,buy,0.0781248450912575
2020-12-28,UMS Holdings,558,-4.993793,retail,sell,0.055555399361566504
2020-12-28,Jardine Cycle & Carriage,C07,4.769632,retail,buy,0.01897434828684874
2020-12-28,City Developments,C09,-6.691205,retail,sell,-0.04607730401453902
2020-12-28,Frasers Logistics & Commercial Trust,BUOU,-4.699387000000001,institution,sell,0.0
2020-12-28,NetLink NBN Trust,CJLU,-3.677484,institution,sell,0.010416726915631891
2020-12-28,Top Glove Corporation,BVA,-2.925721,institution,sell,-0.04522610539104499
2020-12-28,Keppel Infrastructure Trust,A7RU,8.6309295,retail,buy,0.0
2020-12-28,Top Glove Corporation,BVA,6.827131,retail,buy,-0.04522610539104499
2020-12-28,CapitaLand Integrated Commercial Trust,C38U,9.174152,institution,buy,0.018518519765053698
2020-12-28,Singtel,Z74,28.3442641,retail,buy,0.0
2020-12-28,ST Engineering,S63,3.219006,retail,buy,-0.010443760341019903
2020-12-28,NetLink NBN Trust,CJLU,4.968257,retail,buy,0.010416726915631891
2020-12-28,Wilmar International,F34,-12.940372,retail,sell,0.060606194251054735
2020-12-28,OCBC,O39,-16.45143,retail,sell,-0.0009930200662501276
2020-12-28,Credit Bureau Asia,TCU,2.3748219999999995,retail,buy,0.2072072380035228
2020-12-28,CapitaLand Integrated Commercial Trust,C38U,-8.292257,retail,sell,0.018518519765053698
2020-12-28,Genting Singapore,G13,3.089993,retail,buy,0.00588225685036825
2020-12-28,Hongkong Land Holdings,H78,2.4307466683000003,retail,buy,0.026506122447818692
2021-01-04,Ascendas REIT,A17U,-15.305232,institution,sell,0.026935891892239994
2021-01-04,Top Glove Corporation,BVA,-8.004935,institution,sell,0.14736852693792324
2021-01-04,Genting Singapore,G13,-9.021118,institution,sell,0.017543810099435397
2021-01-04,DBS,D05,204.178141,institution,buy,0.0544378415407778
2021-01-04,Mapletree Logistics Trust,M44U,-9.031131,institution,sell,0.025252681622677464
2021-01-04,Suntec REIT,T82U,-12.343517,institution,sell,0.0
2021-01-04,Keppel DC REIT,AJBU,-16.80698,institution,sell,-0.007194381591015153
2021-01-04,SIA,C6L,-11.705745,institution,sell,0.007125831428512308
2021-01-04,Jardine Cycle & Carriage,C07,7.662592000000001,institution,buy,0.11122293794066684
2021-01-04,SGX,S68,35.244402,institution,buy,0.02989688624946618
2021-01-04,Singtel,Z74,36.306142,institution,buy,0.05603448953286594
2021-01-04,OCBC,O39,63.891312000000006,institution,buy,0.04771373710190607
2021-01-04,UOB,U11,64.54545900000001,institution,buy,0.04474958203453716
2021-01-04,City Developments,C09,-66.271233,institution,sell,-0.043080746501696465
2021-01-04,Jardine Cycle & Carriage,C07,-11.064028,retail,sell,0.11122293794066684
2021-01-04,Wilmar International,F34,72.45129,institution,buy,0.03673470922257138
2021-01-04,Yangzijiang Shipbuilding,BS6,26.539016,institution,buy,0.12499868959277993
2021-01-04,UOL Group,U14,-6.527096,institution,sell,0.027595235234432858
2021-01-04,Mapletree Industrial Trust,ME8U,-6.056879,institution,sell,-0.010380217798770186
2021-01-04,Keppel DC REIT,AJBU,12.986927,retail,buy,-0.007194381591015153
2021-01-04,SGX,S68,-35.102476,retail,sell,0.02989688624946618
2021-01-04,ST Engineering,S63,4.336613,retail,buy,0.026385255789178386
2021-01-04,Yangzijiang Shipbuilding,BS6,-35.827124500000004,retail,sell,0.12499868959277993
2021-01-04,Wilmar International,F34,-56.961595,retail,sell,0.03673470922257138
2021-01-04,City Developments,C09,52.744114,retail,buy,-0.043080746501696465
2021-01-04,Singtel,Z74,-11.1508261,retail,sell,0.05603448953286594
2021-01-04,OCBC,O39,-93.047936,retail,sell,0.04771373710190607
2021-01-04,Japfa,UD2,3.0003225,retail,buy,0.02762415894308279
2021-01-04,Mapletree Industrial Trust,ME8U,4.41834,retail,buy,-0.010380217798770186
2021-01-04,Suntec REIT,T82U,6.153411999999999,retail,buy,0.0
2021-01-04,Ascendas REIT,A17U,7.625314,retail,buy,0.026935891892239994
2021-01-04,Top Glove Corporation,BVA,9.185739,retail,buy,0.14736852693792324
2021-01-04,Yanlord Land Group,Z25,2.879559,retail,buy,0.045045014780368264
2021-01-04,DBS,D05,-272.742626,retail,sell,0.0544378415407778
2021-01-04,UOB,U11,-104.569217,retail,sell,0.04474958203453716
2021-01-11,Nanofilm Technologies,MZH,-3.685289,institution,sell,-0.0020283559132635576
2021-01-11,Mapletree Industrial Trust,ME8U,-10.168491,institution,sell,0.024475498216457003
2021-01-11,Ascendas REIT,A17U,11.241298,retail,buy,0.009836029432447102
2021-01-11,SGX,S68,4.816056,retail,buy,0.0010009508647088605
2021-01-11,Mapletree Industrial Trust,ME8U,8.189137,retail,buy,0.024475498216457003
2021-01-11,DBS,D05,24.277135,institution,buy,-0.005237433147575188
2021-01-11,Keppel Infrastructure Trust,A7RU,6.6082835,retail,buy,0.009346609609840462
2021-01-11,Yangzijiang Shipbuilding,BS6,15.174178,institution,buy,-0.0185187493510357
2021-01-11,SIA,C6L,13.906811,institution,buy,0.021226495266657874
2021-01-11,iFAST Corporation,AIY,11.728967,institution,buy,0.2590675975631225
2021-01-11,UOB,U11,11.17492,institution,buy,0.008906014579784127
2021-01-11,Ascendas REIT,A17U,-20.558168,institution,sell,0.009836029432447102
2021-01-11,Singtel,Z74,16.361186200000002,institution,buy,0.0
2021-01-11,ST Engineering,S63,-19.500895,institution,sell,-0.015424298121324398
2021-01-11,Keppel Infrastructure Trust,A7RU,-7.453333,institution,sell,0.009346609609840462
2021-01-11,ST Engineering,S63,7.441985,retail,buy,-0.015424298121324398
2021-01-11,Sheng Siong Group,OV8,4.513119,retail,buy,-0.012658188739211873
2021-01-11,City Developments,C09,-28.047928,institution,sell,0.05184151160545136
2021-01-11,Sheng Siong Group,OV8,-5.534894,institution,sell,-0.012658188739211873
2021-01-11,iFAST Corporation,AIY,-15.453656,retail,sell,0.2590675975631225
2021-01-11,Singtel,Z74,-40.8402462,retail,sell,0.0
2021-01-11,Top Glove Corporation,BVA,5.749033,retail,buy,-0.06422029219534997
2021-01-11,Top Glove Corporation,BVA,-4.312847,institution,sell,-0.06422029219534997
2021-01-11,Suntec REIT,T82U,-4.299283,institution,sell,0.02000034765491776
2021-01-11,Nanofilm Technologies,MZH,4.110655,retail,buy,-0.0020283559132635576
2021-01-11,Wilmar International,F34,-12.329685,retail,sell,0.035433085142985155
2021-01-11,OCBC,O39,30.991709,institution,buy,0.009487725179980977
2021-01-11,City Developments,C09,22.381589,retail,buy,0.05184151160545136
2021-01-11,AEM Holdings,AWX,-9.635341,retail,sell,0.04427094553935085
2021-01-11,OCBC,O39,-15.167094,retail,sell,0.009487725179980977
2021-01-11,SIA,C6L,-18.996501,retail,sell,0.021226495266657874
2021-01-11,Jardine Cycle & Carriage,C07,-24.859112,retail,sell,0.014945529677674152
2021-01-11,Yangzijiang Shipbuilding,BS6,-28.776428,retail,sell,-0.0185187493510357
2021-01-11,Jardine Matheson,J36,-4.98946611650001,institution,sell,-0.017543870816562723
2021-01-11,Aspen,1F3,3.211039,retail,buy,0.06250000388051125
2021-01-11,Jardine Cycle & Carriage,C07,26.840222,institution,buy,0.014945529677674152
2021-01-18,Fu Yu Corporation,F13,46.99127774,institution,buy,-0.01754392598303245
2021-01-18,SGX,S68,20.3571498,institution,buy,0.003000180526621987
2021-01-18,Thai Beverage,Y92,12.4380645,institution,buy,0.03184726587962605
2021-01-18,Jardine Cycle & Carriage,C07,10.71013,institution,buy,0.019634159646039206
2021-01-18,Ascendas REIT,A17U,10.321685,institution,buy,0.003246866901417622
2021-01-18,UMS Holdings,558,22.219088,institution,buy,0.08064519965734718
2021-01-18,AEM Holdings,AWX,19.554452,institution,buy,0.042393673513005714
2021-01-18,Yangzijiang Shipbuilding,BS6,-10.976487,institution,sell,-0.02830116733460597
2021-01-18,SIA,C6L,26.732277,retail,buy,-0.05080834905682796
2021-01-18,Mapletree Industrial Trust,ME8U,8.611927,retail,buy,-0.030716531386931423
2021-01-18,Top Glove Corporation,BVA,9.677919,retail,buy,0.009803907934537781
2021-01-18,Yangzijiang Shipbuilding,BS6,13.355589,retail,buy,-0.02830116733460597
2021-01-18,ComfortDelGro,C52,19.423734,retail,buy,-0.04142021379518945
2021-01-18,Keppel REIT,K71U,8.232892,institution,buy,-0.008264348969926893
2021-01-18,SIA,C6L,-15.516165,institution,sell,-0.05080834905682796
2021-01-18,City Developments,C09,9.106982,institution,buy,-0.0440984725023853
2021-01-18,Singtel,Z74,-124.418787,institution,sell,-0.008163168115425612
2021-01-18,Singtel,Z74,27.7749749,retail,buy,-0.008163168115425612
2021-01-18,Frasers Logistics & Commercial Trust,BUOU,8.415956,retail,buy,-0.1082802664763115
2021-01-18,SATS,S58,8.550602,retail,buy,-0.027638333271175708
2021-01-18,DBS,D05,102.270334,retail,buy,-0.033470981730049476
2021-01-18,Mapletree Logistics Trust,M44U,-11.596195000000002,institution,sell,-0.009852377640077292
2021-01-18,AEM Holdings,AWX,-23.387164,retail,sell,0.042393673513005714
2021-01-18,Mapletree Industrial Trust,ME8U,-9.939063,institution,sell,-0.030716531386931423
2021-01-18,Frasers Logistics & Commercial Trust,BUOU,-12.285262,institution,sell,-0.1082802664763115
2021-01-18,CapitaLand Integrated Commerical Trust,C38U,-14.236578000000002,institution,sell,-0.07692305302500457
2021-01-18,ComfortDelGro,C52,-16.421127000000002,institution,sell,-0.04142021379518945
2021-01-18,DBS,D05,-117.971856,institution,sell,-0.033470981730049476
2021-01-18,Keppel Corporation,BN4,7.204448,institution,buy,-0.031690074042245
2021-01-18,Fu Yu Corporation,F13,-46.52631724,retail,sell,-0.01754392598303245
2021-01-18,Manulife US REIT,BTOU,7.6677947875,retail,buy,0.006756797233233414
2021-01-18,UMS Holdings,558,-21.754841,retail,sell,0.08064519965734718
2021-01-18,Jardine Cycle & Carriage,C07,-8.887113,retail,sell,0.019634159646039206
2021-01-18,Ascendas REIT,A17U,-6.646621,retail,sell,0.003246866901417622
2021-01-18,Venture Corporation,V03,-11.12678,retail,sell,-0.014349202489390867
2021-01-18,City Developments,C09,-11.433797,retail,sell,-0.0440984725023853
2021-01-18,SGX,S68,-11.930102,retail,sell,0.003000180526621987
2021-01-18,Thai Beverage,Y92,-7.4502715,retail,sell,0.03184726587962605
2021-01-25,UMS Holdings,558,-7.574809,retail,sell,0.029850578132076366
2021-01-25,Q & M Dental Group,QC7,8.056883,institution,buy,0.0
2021-01-25,Keppel DC REIT,AJBU,-13.087474,retail,sell,0.04800482686421348
2021-01-25,Top Glove Corporation,BVA,-10.265929,retail,sell,0.12135923737532406
2021-01-25,UMS Holdings,558,5.28954,institution,buy,0.029850578132076366
2021-01-25,UOB,U11,11.638196000000002,institution,buy,0.00514351520408618
2021-01-25,Hongkong Land Holdings,H78,5.652331104899958,institution,buy,-0.00434767909622269
2021-01-25,Q & M Dental Group,QC7,-8.140512,retail,sell,0.0
2021-01-25,Riverstone Holdings,AP4,-5.9189490000000005,retail,sell,-0.006535660838821955
2021-01-25,Top Glove Corporation,BVA,5.971578,institution,buy,0.12135923737532406
2021-01-25,CapitaLand Retail China Trust,AU8U,-5.762758,retail,sell,-0.014388686785107296
2021-01-25,Suntec REIT,T82U,19.002171,institution,buy,0.014517777863284342
2021-01-25,iFast Corporation,AIY,-8.824134,retail,sell,0.33464548424243845
2021-01-25,Suntec REIT,T82U,-13.522641,retail,sell,0.014517777863284342
2021-01-25,SGX,S68,-22.592932,institution,sell,-0.0028605567322691483
2021-01-25,DBS,D05,102.007245,retail,buy,-0.016731892342177757
2021-01-25,SIA,C6L,15.344726,retail,buy,0.017031708437675652
